"P_000736","P_000737","P_000646","P_000647","P_000648","P_001886","P_001887","P_002539","P_002540","P_002521","P_002522","P_002547","P_002548","P_000733","P_002440","P_000687","P_000690","P_000691","P_000721","P_000720","P_000744","P_000745","P_000753","P_002441","P_000500","P_000501","VAL_0","VAL_1","VAL_2","VAL_3"
"2",RECEITAS DE CAPITAL,"621210101",RECEITA REALIZADA,C,"7055",RECEITA DE ALIENAÇÃO DE IMÓVEIS - ADM. DIRETA,"2221",ALIENAÇÃO DE BENS IMÓVEIS,"2221010",ALIENAÇÃO DE BENS IMÓVEIS,"222101",ALIENAÇÃO DE BENS IMÓVEIS,ALIENAÇÃO DE BENS IMÓVEIS,"2",2024,"755",RECURSOS DE ALIENAÇÃO DE BENS/ATIVOS - ADM. DIRETA,Junho,6,"22210101",ALIENAÇÃO DE BENS IMÓVEIS - PRINCIPAL,ALIENAÇÃO DE BENS,"2","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,56410.92,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4138",MULTA DE MORA P/ATRASO NO REC. ISS FONTE EXERCÍCIO NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Julho,7,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,76222.76,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4615",MULTA POR INFRAÇÃO AMBIENTAL - FT 501,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911061",MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS,"191106",MULTAS POR DANOS AMBIENTAIS,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Abril,4,"19110611",MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,527.43,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9430",AUTORIZ. P/ INSTAL. GRADE/ LÁPIDE/ CANTEIRO - CEMITÉRIO TEJIPIÓ - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Junho,6,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,72.27,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2233",TAXA DE LIC P/UTIL DE MEIOS DE PUBLICIDADE - DÍVIDA ATIVA ADMINISTRATIVA,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Julho,7,"11210103","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1098.44,
"1",RECEITAS CORRENTES,"621390101",(-) RESTITUIÇÕES DE RECEITA REALIZADA,D,"2221",TAXA DE LICENÇA DE FUNCIONAMENTO - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Julho,7,"11210101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,496.99,0,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2115",TAXA DE LIMPEZA PÚBLICA - PARCELAMENTO ADMINISTRATIVO,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Setembro,9,"11220101",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,28417.08,13239.83,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5318",JUROS DE MORA P/ATRASO REC. ISS FONTE - EXERCÍCIO - NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Outubro,10,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,2834.04,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6424",REC. DE TRANSF. DO ESTADO PARA PROGR. DO SUS,"1723",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS,"1723500",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS,"172350",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,"2",2024,"621",TRANSF. FUNDO A FUNDO SUS PROV. DO GOVERNO ESTADUAL,Outubro,10,"17235001",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","480100",FUNDO MUNICIPAL DE SAÚDE - FMS,,0,1432311.22,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6300",JUROS S/TARIFA ANUAL P/MANUT. E CONSERV. NECRÓPOLES,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Janeiro,1,"16999902",OUTROS SERVIÇOS - MULTAS E JUROS,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,52309.65,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4528",MULTAS SOBRE TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS - DÍVIDA ATIVA,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Janeiro,1,"11210104","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA - MULTAS E JUROS","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,356.74,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9484",ABERTURA COVA/ CATACUMBA P/ EXUMAÇÃO - CEMITÉRIO VÁRZEA - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Janeiro,1,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,55.32,3595.8,
"1",RECEITAS CORRENTES,"621310101",(-) FUNDEB,D,"8889",FUNDEB - RETENÇÃO SOBRE A RECEITA DO ITR,"1711",TRANSFERÊNCIAS DECORRENTES DE PARTICIPAÇÃO NA RECEITA DA UNIÃO,"1711520",COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"171152",COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Fevereiro,2,"17115209",COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - DEDUÇÃO PARA FORMAÇÃO DO FUNDEB,TRANSFERÊNCIAS CORRENTES,"7","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,8081.78,0.01,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2304",TRSD - DÍVIDA ATIVA ADMINISTRATIVA - FT 501,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Maio,5,"11220103",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,345550.23,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4222",MULTA POR INFRAÇÃO RECOLHIMENTO DO ISS - DÍVIDA ATIVA,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Maio,5,"11145114",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,45758.73,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9481",ABERTURA COVA/ CATACUMBA P/ EXUMAÇÃO - CEMITÉRIO STO. AMARO - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Junho,6,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,9652.6,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"3015",MULTA POR INFRAÇÃO DIRCON - PARC. DÍV. ATIVA ADMINISTRATIVA,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Junho,6,"19110103",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - DÍVIDA ATIVA,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1253,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9437",UTILIZAÇÃO OU RESERVA DE VELÓRIO - PARQUE DAS FLORES - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Julho,7,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,32953.6,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9457",AUTORIZ. SEMESTRAL PERMAN. SEPULTADO - PARQUE DAS FLORES - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Maio,5,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,867.15,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6200",COTA-PARTE ROYALTIES DA ANP - LEI N° 7.990/1989,"1712",TRANSFERÊNCIAS DAS COMPENSAÇÕES FINANCEIRAS PELA EXPLORAÇÃO DE RECURSOS NATURAIS,"1712521",COTA-PARTE DA COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO - LEI Nº 7.990/89,"171252",COTA-PARTE DA COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"704",TRANSF. UNIÃO - COMPENSAÇÕES FINANCEIRAS PELA EXPL. DE RECURSOS NATURAIS,Maio,5,"17125211",COTA-PARTE DA COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO - LEI Nº 7.990/89 - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,318.35,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1334",ISS PRÓPRIO EX. ANTERIOR - SIMPLES NACIONAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Agosto,8,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,812169.34,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1342",ISS FONTE HOMOLOGADO - COMPETÊNCIA EX. ANTERIORES,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Julho,7,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,110547.11,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6160",RECEITA DE APLIC. FINANCEIRA - FT 669 - FMDPI,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"669",OUTROS RECURSOS VINCULADOS À ASSISTÊNCIA SOCIAL,Junho,6,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","590500",FUNDO MUNICIPAL DOS DIREITOS DA PESSOA IDOSA,,65313.69,130627.38,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6528","SERV. REMOÇÃO, ESTADIA, LIBERAÇÃO E AUTORIZ. P/ TRÂNSITO DE VEÍC., E VIST. TÉCNICA - LEI 18.438/2017","1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Junho,6,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","640500",FUNDO DE GESTÃO DO TRÂNSITO E TRANSPORTE URBANO,,0,6857.99,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9711",OUTRAS RECEITAS NÃO TRIBUTÁRIAS - FT 669 - FMCA,"1999",OUTRAS RECEITAS CORRENTES,"1999992",OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB - PRIMÁRIAS,"199999",OUTRAS RECEITAS,DEMAIS RECEITAS CORRENTES,"9",2024,"669",OUTROS RECURSOS VINCULADOS À ASSISTÊNCIA SOCIAL,Junho,6,"19999921",OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB - PRIMÁRIAS - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","590300",FUNDO MUNICIPAL DA CRIANÇA E DO ADOLESCENTE - FMCA,,0,8518.75,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6333",OUTRAS TRANSF. UNIÃO - MAC + AIH GEST PLENA MÉD COMPL.,"1713",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS ,"1713502",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - ATENÇÃO ESPECIALIZADA,"171350",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSES FUNDO A FUNDO - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"600",TRANSF. FUNDO A FUNDO SUS GOV. FED. - BL. MANUTENÇÃO SERV. SAÚDE,Agosto,8,"17135021",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - ATENÇÃO ESPECIALIZADA - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","480100",FUNDO MUNICIPAL DE SAÚDE - FMS,,0,31784073.62,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6612",RECEITAS DE RESTITUIÇÕES,"1922",RESTITUIÇÕES,"1922990",OUTRAS RESTITUIÇÕES,"192299",OUTRAS RESTITUIÇÕES,"INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS","2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Agosto,8,"19229901",OUTRAS RESTITUIÇÕES - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,518.91,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4912",MULTAS ADMINISTRATIVAS,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Setembro,9,"19110101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","480100",FUNDO MUNICIPAL DE SAÚDE - FMS,,0,3500,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4942",MULTA POR INFRAÇÃO DLU - PARCELAMENTO DÍVIDA ATIVA,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Outubro,10,"19110103",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - DÍVIDA ATIVA,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,106.58,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4113",MULTA POR ATRASO IPTU - DÍVIDA ATIVA,"1112",IMPOSTOS SOBRE O PATRIMÔNIO,"1112500",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,"111250",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Janeiro,1,"11125004",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,614388.49,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9436",UTILIZAÇÃO OU RESERVA DE VELÓRIO - CEMITÉRIO STO. AMARO - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Janeiro,1,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,829.84,35683.12,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2144",TRSD - DÍVIDA ATIVA JUDICIAL,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Março,3,"11220103",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,29585.88,98619.54,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9145",REND. DE APLIC. FINANCEIRA - FT 749 - FEM,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"749",OUTRAS VINCULAÇÕES DE TRANSFERÊNCIAS,Março,3,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","560100",FUNDO MUNI. DE INVEST EM INFRA URBANA EDUC. SAÚDE MEIO AMB. SUSTENTABILIDADE SEG. E DESENV,,0,11303.77,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2371",TAXA SERV. P/REALIZAÇÃO DE INSP. LOCAL P/ANOT. E CONFRONTACÕES,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Abril,4,"11220101",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,9521.93,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6024",RESTITUIÇÃO DE DESPESAS DE PESSOAL - EXERCÍCIO ATUAL,"1922",RESTITUIÇÕES,"1922990",OUTRAS RESTITUIÇÕES,"192299",OUTRAS RESTITUIÇÕES,"INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS","2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Maio,5,"19229901",OUTRAS RESTITUIÇÕES - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,10584.54,
